file,class,method,variable,usage
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction$HCPDiagnosisBeanComparator,"compare/2[edu.ncsu.csc.itrust.beans.HCPDiagnosisBean,edu.ncsu.csc.itrust.beans.HCPDiagnosisBean]",a,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction$HCPDiagnosisBeanComparator,"compare/2[edu.ncsu.csc.itrust.beans.HCPDiagnosisBean,edu.ncsu.csc.itrust.beans.HCPDiagnosisBean]",b,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],b,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],diag,18
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],e,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],labprocs,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],hcpHash,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],lpbeans,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],list,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],p,6
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],beans,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],mlist,6
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],survey,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],icdcode,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],medMatch,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],patientHash,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,getHCPByDiagnosis/1[java.lang.String],bean,19
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"getPrescriptionsByHCPAndICD/2[long,java.lang.String]",hcpid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"getPrescriptionsByHCPAndICD/2[long,java.lang.String]",i,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"getPrescriptionsByHCPAndICD/2[long,java.lang.String]",icdcode,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"getPrescriptionsByHCPAndICD/2[long,java.lang.String]",list,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"getPrescriptionsByHCPAndICD/2[long,java.lang.String]",ovs,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"MyDiagnosisAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,6
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/MyDiagnosisAction.java,edu.ncsu.csc.itrust.action.MyDiagnosisAction,"MyDiagnosisAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getQueryString/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",myParams,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getQueryString/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",officeVisits,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getQueryString/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",queryString,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getQueryString/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",paramMap,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getQueryString/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",ovOffsets,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",myParams,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",ovIDs,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",offset,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",e,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",officeVisits,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",i,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"getPrescriptionReports/2[java.util.Map,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",params,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,representPatient/1[java.lang.String],input,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,representPatient/1[java.lang.String],reppeeMID,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,representPatient/1[java.lang.String],e,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"PrescriptionReportAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",factory,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"PrescriptionReportAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"PrescriptionReportAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",pidString,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,buildQueryString/1[java.util.List<java.lang.Integer>],str,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,buildQueryString/1[java.util.List<java.lang.Integer>],i,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,buildQueryString/1[java.util.List<java.lang.Integer>],ovOffsets,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,buildQueryString/1[java.util.List<java.lang.Integer>],n,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"checkOfficeVisits/2[java.util.HashMap<java.lang.String,java.lang.String>,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",myParams,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"checkOfficeVisits/2[java.util.HashMap<java.lang.String,java.lang.String>,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",officeVisits,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"checkOfficeVisits/2[java.util.HashMap<java.lang.String,java.lang.String>,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",i,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/PrescriptionReportAction.java,edu.ncsu.csc.itrust.action.PrescriptionReportAction,"checkOfficeVisits/2[java.util.HashMap<java.lang.String,java.lang.String>,java.util.List<edu.ncsu.csc.itrust.beans.OfficeVisitBean>]",list,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReferralManagementAction.java,edu.ncsu.csc.itrust.action.ReferralManagementAction,"ReferralManagementAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReferralManagementAction.java,edu.ncsu.csc.itrust.action.ReferralManagementAction,"ReferralManagementAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReferralManagementAction.java,edu.ncsu.csc.itrust.action.ReferralManagementAction,sendReferral/1[edu.ncsu.csc.itrust.beans.ReferralBean],r,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReferralManagementAction.java,edu.ncsu.csc.itrust.action.ReferralManagementAction,updateReferral/1[edu.ncsu.csc.itrust.beans.ReferralBean],r,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,"ReportAdverseEventAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,"ReportAdverseEventAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMail/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],aeBean,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMail/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],receiver,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMail/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],sender,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMail/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],toList,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMail/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],email,7
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMail/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],fromEmail,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,"ReportAdverseEventAction/3[java.lang.String,edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,"ReportAdverseEventAction/3[java.lang.String,edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,"ReportAdverseEventAction/3[java.lang.String,edu.ncsu.csc.itrust.dao.DAOFactory,long]",hcpID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,addReport/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],aeBean,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,addReport/1[edu.ncsu.csc.itrust.beans.AdverseEventBean],e,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],MIDlist,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],receiver,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],patientID,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],newDesc,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],num,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],beaner,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],beano,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],toList,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],message,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],fromEmail,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],sender,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],aeList,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ReportAdverseEventAction.java,edu.ncsu.csc.itrust.action.ReportAdverseEventAction,sendMails/1[java.util.List<edu.ncsu.csc.itrust.beans.AdverseEventBean>],email,7
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,checkMID/1[java.lang.String],midString,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,checkMID/1[java.lang.String],e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,checkMID/1[java.lang.String],mid,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,getSecurityQuestion/1[long],e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,getSecurityQuestion/1[long],mid,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"validatePassword/2[java.lang.String,java.lang.String]",password,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"validatePassword/2[java.lang.String,java.lang.String]",errorList,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"validatePassword/2[java.lang.String,java.lang.String]",confirmPassword,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,ResetPasswordAction/1[edu.ncsu.csc.itrust.dao.DAOFactory],factory,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"makeEmailApp/2[long,java.lang.String]",p,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"makeEmailApp/2[long,java.lang.String]",role,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"makeEmailApp/2[long,java.lang.String]",mid,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"makeEmailApp/2[long,java.lang.String]",email,11
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,isMaxedOut/1[java.lang.String],ipAddress,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,checkAnswerNull/1[java.lang.String],answer,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",password,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",r,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",role,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",answer,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",mid,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",confirmPassword,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"resetPassword/6[long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",ipAddr,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"checkRole/2[long,java.lang.String]",role,11
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"checkRole/2[long,java.lang.String]",e,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ResetPasswordAction.java,edu.ncsu.csc.itrust.action.ResetPasswordAction,"checkRole/2[long,java.lang.String]",mid,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"searchForPersonnelWithName/2[java.lang.String,java.lang.String]",firstName,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"searchForPersonnelWithName/2[java.lang.String,java.lang.String]",lastName,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"searchForPersonnelWithName/2[java.lang.String,java.lang.String]",e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"SearchUsersAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"SearchUsersAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"searchForPatientsWithName/2[java.lang.String,java.lang.String]",firstName,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"searchForPatientsWithName/2[java.lang.String,java.lang.String]",lastName,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SearchUsersAction.java,edu.ncsu.csc.itrust.action.SearchUsersAction,"searchForPatientsWithName/2[java.lang.String,java.lang.String]",e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,getDLHCPsFor/1[long],dlhcps,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,getDLHCPsFor/1[long],e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,getDLHCPsFor/1[long],pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],mBean,13
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],senderName,5
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],receiver,9
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],sender,8
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],toList,6
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],email,6
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,sendMessage/1[edu.ncsu.csc.itrust.beans.MessageBean],fromEmail,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,getPersonnelName/1[long],mid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/SendMessageAction.java,edu.ncsu.csc.itrust.action.SendMessageAction,"SendMessageAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,5
