file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/HCPLinkBean.java,edu.ncsu.csc.itrust.beans.HCPLinkBean,class,0,8,1,0,20,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,30,4,0,0,0,0,0,0,4,0,4,0,0,0,0,67,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/HCPVisitBean.java,edu.ncsu.csc.itrust.beans.HCPVisitBean,class,0,17,1,0,50,0.17948718,0.4871795,13,0,13,0,0,0,13,0,0,0,6,0,0,6,0,0,0,0,0,61,6,0,4,0,0,5,0,11,0,6,1,0,0,0,69,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/HealthRecord.java,edu.ncsu.csc.itrust.beans.HealthRecord,class,1,30,1,7,385,0.057471264,0.06666667,30,0,30,0,0,0,30,0,0,0,11,0,0,11,0,0,0,0,2,102,16,0,0,0,2,1,14,24,9,11,0,0,0,0,85,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/HospitalBean.java,edu.ncsu.csc.itrust.beans.HospitalBean,class,1,11,1,4,15,0.25,0.41666666,10,0,9,1,0,0,9,0,0,0,2,0,0,0,0,2,0,0,0,35,5,0,1,0,0,1,1,5,0,2,0,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/LabProcedureBean.java,edu.ncsu.csc.itrust.beans.LabProcedureBean,class,0,24,1,0,230,0.083333336,0.083333336,24,0,24,0,0,0,24,0,0,0,14,5,5,9,0,0,5,0,0,87,9,0,0,0,0,5,0,20,0,14,0,0,0,0,122,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/AdverseEventBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.AdverseEventBeanLoader,class,3,4,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,8,0,2,0,2,1,0,0,0,46,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/AllergyBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.AllergyBeanLoader,class,3,4,1,10,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,0,0,0,5,0,2,0,2,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/ApptBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.ApptBeanLoader,class,3,4,1,19,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,3,1,0,0,0,5,5,2,0,2,1,0,0,0,19,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/ApptTypeBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.ApptTypeBeanLoader,class,3,4,1,11,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,0,0,0,2,2,2,0,2,1,0,0,0,20,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/BeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.BeanLoader,interface,1,3,1,0,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/DiagnosisBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.DiagnosisBeanLoader,class,3,7,1,8,4,0.3,0.3,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,27,2,1,0,0,0,6,0,5,0,3,1,0,0,0,50,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/DrugInteractionBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.DrugInteractionBeanLoader,class,3,5,1,7,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,4,0,2,0,2,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/EmailBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.EmailBeanLoader,class,3,4,1,17,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,23,3,1,0,0,0,6,4,2,0,2,1,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/FamilyBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.FamilyBeanLoader,class,3,5,1,9,4,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,24,2,1,0,0,0,4,0,3,0,3,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/HealthRecordsBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.HealthRecordsBeanLoader,class,3,6,1,31,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,3,1,1,0,0,11,4,3,0,3,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/HospitalBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.HospitalBeanLoader,class,3,4,1,4,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,3,0,2,0,2,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/LabProcedureBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.LabProcedureBeanLoader,class,3,4,1,15,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,2,1,0,0,0,10,0,2,0,2,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/LOINCBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.LOINCBeanLoader,class,3,4,1,11,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,8,0,2,0,2,1,0,0,0,48,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/MedicationBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.MedicationBeanLoader,class,3,5,1,5,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,0,0,0,3,0,2,0,2,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/MessageBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.MessageBeanLoader,class,3,5,1,24,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,3,1,1,0,0,8,7,2,0,2,1,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/OfficeVisitLoader.java,edu.ncsu.csc.itrust.beans.loaders.OfficeVisitLoader,class,3,4,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,8,0,2,0,2,1,0,0,0,50,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/OperationalProfileLoader.java,edu.ncsu.csc.itrust.beans.loaders.OperationalProfileLoader,class,3,4,1,10,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,30,1,1,0,0,0,6,3,11,0,8,1,0,0,0,57,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/PatientLoader.java,edu.ncsu.csc.itrust.beans.loaders.PatientLoader,class,6,9,1,95,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,113,3,1,2,2,5,45,1,10,0,6,2,0,0,0,55,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/PersonnelLoader.java,edu.ncsu.csc.itrust.beans.loaders.PersonnelLoader,class,4,4,1,40,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,49,3,1,0,0,2,17,1,3,0,3,1,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/PrescriptionBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.PrescriptionBeanLoader,class,5,5,1,28,4,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,33,3,1,0,0,0,8,6,3,0,3,1,0,0,0,49,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/PrescriptionReportBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.PrescriptionReportBeanLoader,class,5,5,1,7,4,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,24,2,1,0,0,0,1,0,4,0,4,1,0,0,0,48,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/ProcedureBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.ProcedureBeanLoader,class,3,7,1,12,4,0.3,0.3,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,30,3,1,0,0,0,5,1,4,0,3,1,0,0,0,49,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/ReferralBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.ReferralBeanLoader,class,3,7,1,23,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,3,1,0,0,0,10,6,2,0,2,2,0,0,0,43,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/RemoteMonitoringDataBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.RemoteMonitoringDataBeanLoader,class,3,4,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,8,0,2,0,2,1,0,0,0,47,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/ReportRequestBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.ReportRequestBeanLoader,class,3,4,1,12,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,0,0,0,7,0,2,0,2,1,0,0,0,46,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/SurveyLoader.java,edu.ncsu.csc.itrust.beans.loaders.SurveyLoader,class,2,3,1,9,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,8,0,1,0,1,0,0,0,0,44,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/SurveyResultBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.SurveyResultBeanLoader,class,3,4,1,21,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,2,1,0,0,0,16,0,2,0,2,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/TransactionBeanLoader.java,edu.ncsu.csc.itrust.beans.loaders.TransactionBeanLoader,class,4,4,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,22,2,1,0,0,0,7,0,2,0,2,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/loaders/VisitReminderReturnFormLoader.java,edu.ncsu.csc.itrust.beans.loaders.VisitReminderReturnFormLoader,class,3,4,1,5,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,1,1,2,0,2,1,0,0,0,48,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/LOINCbean.java,edu.ncsu.csc.itrust.beans.LOINCbean,class,0,15,1,0,91,0.06666667,0.06666667,15,0,15,0,0,0,15,0,0,0,7,0,0,7,0,0,0,0,0,53,7,0,0,0,0,0,0,7,0,7,0,0,0,0,68,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/MedicationBean.java,edu.ncsu.csc.itrust.beans.MedicationBean,class,1,13,1,8,25,0.2,0.33333334,11,0,10,1,0,0,10,0,0,0,2,0,0,2,0,0,0,0,0,40,7,0,1,0,1,4,5,8,1,3,1,0,0,0,40,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/MessageBean.java,edu.ncsu.csc.itrust.beans.MessageBean,class,0,16,1,0,104,0.06666667,0.06666667,16,0,16,0,0,0,16,0,0,0,8,0,0,8,0,0,0,0,0,58,8,0,0,0,0,0,0,8,0,8,0,0,0,0,75,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/OfficeVisitBean.java,edu.ncsu.csc.itrust.beans.OfficeVisitBean,class,3,22,1,4,184,0.061904762,0.061904762,21,0,21,0,0,0,21,0,0,0,9,0,0,9,0,0,0,0,0,80,11,0,0,1,0,4,3,20,0,10,1,0,0,0,84,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/OperationalProfile.java,edu.ncsu.csc.itrust.beans.OperationalProfile,class,2,15,1,3,67,0.15384616,0.30769232,14,0,13,1,0,0,13,0,0,0,6,0,0,6,0,0,0,0,2,56,7,1,0,0,0,0,4,13,0,7,1,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/PatientBean.java,edu.ncsu.csc.itrust.beans.PatientBean,class,4,113,1,30,5224,0.012322629,0.012322629,104,0,104,0,0,0,104,0,0,0,45,1,0,45,0,0,1,0,6,401,64,0,2,5,3,60,19,98,17,51,1,0,0,0,143,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/PatientVisitBean.java,edu.ncsu.csc.itrust.beans.PatientVisitBean,class,1,17,1,0,120,0.05882353,0.05882353,17,0,17,0,0,0,17,0,0,0,8,0,0,8,0,0,0,0,0,60,8,0,0,0,0,7,0,16,0,8,0,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/PersonnelBean.java,edu.ncsu.csc.itrust.beans.PersonnelBean,class,2,50,1,7,977,0.028019324,0.039613526,46,0,46,0,0,0,46,0,0,0,22,1,0,22,0,0,1,0,0,166,27,1,2,0,0,23,5,43,3,23,2,0,0,0,105,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/PrescriptionBean.java,edu.ncsu.csc.itrust.beans.PrescriptionBean,class,2,27,1,7,140,0.064327486,0.064327486,20,0,19,1,0,0,19,0,0,0,7,0,0,7,0,0,0,0,0,79,14,0,5,2,3,6,4,14,0,7,1,0,0,0,81,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/PrescriptionReportBean.java,edu.ncsu.csc.itrust.beans.PrescriptionReportBean,class,2,5,1,0,6,0.2,0.2,5,0,5,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,18,2,0,0,0,0,0,0,2,0,2,0,0,0,0,38,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/ProcedureBean.java,edu.ncsu.csc.itrust.beans.ProcedureBean,class,0,17,1,0,72,0.23529412,0.5,17,0,17,0,0,0,17,0,0,0,6,0,0,6,0,0,0,0,0,64,6,0,0,0,0,0,1,17,0,6,0,0,0,0,76,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/ReferralBean.java,edu.ncsu.csc.itrust.beans.ReferralBean,class,2,22,1,5,115,0.05147059,0.05147059,18,0,17,1,0,0,17,0,0,0,7,0,0,7,0,0,0,0,0,64,10,0,4,0,2,3,5,14,0,7,0,0,1,0,75,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/ReferralBean.java,edu.ncsu.csc.itrust.beans.ReferralBean$ReferralStatus,enum,0,0,1,0,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/RemoteMonitoringDataBean.java,edu.ncsu.csc.itrust.beans.RemoteMonitoringDataBean,class,0,16,1,0,102,0.075,0.075,16,0,16,0,0,0,16,0,0,0,7,0,0,7,0,0,0,0,0,56,7,0,0,0,0,0,0,8,0,7,0,0,0,0,74,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/ReportRequestBean.java,edu.ncsu.csc.itrust.beans.ReportRequestBean,class,2,25,1,8,104,0.11764706,0.23529412,17,0,17,0,0,0,17,0,0,0,9,3,3,6,0,0,3,0,2,73,10,0,6,2,4,6,3,13,0,9,1,0,0,0,75,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/SecurityQA.java,edu.ncsu.csc.itrust.beans.SecurityQA,class,0,6,1,0,9,0.2,0.2,6,0,6,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,21,3,0,0,0,0,0,0,3,0,3,0,0,0,0,52,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/SurveyBean.java,edu.ncsu.csc.itrust.beans.SurveyBean,class,1,18,1,7,73,0.0989011,0.12087912,14,0,14,0,0,0,14,0,0,0,7,1,1,6,0,0,1,0,0,57,8,0,3,1,2,2,0,7,0,7,1,0,0,0,74,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/SurveyResultBean.java,edu.ncsu.csc.itrust.beans.SurveyResultBean,class,0,30,1,0,405,0.03448276,0.03448276,30,0,30,0,0,0,30,0,0,0,21,6,6,15,0,0,6,0,0,113,15,0,0,0,0,6,0,21,0,21,0,0,0,0,103,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/TransactionBean.java,edu.ncsu.csc.itrust.beans.TransactionBean,class,1,14,1,0,77,0.07692308,0.07692308,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0,0,0,0,51,7,0,0,0,0,0,0,7,0,7,0,0,0,0,66,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/beans/VisitFlag.java,edu.ncsu.csc.itrust.beans.VisitFlag,class,0,6,1,0,0,0.6,1.0,6,0,6,0,0,0,6,0,0,0,7,5,5,2,0,0,5,0,0,28,2,0,0,0,0,5,0,10,0,7,0,0,0,0,67,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/charts/AdverseEventsData.java,edu.ncsu.csc.itrust.charts.AdverseEventsData,class,8,11,1,11,13,0.1904762,0.2857143,7,0,6,0,1,0,7,0,0,0,5,1,0,5,0,0,2,0,2,52,5,2,0,1,1,16,16,11,1,10,2,1,0,0,108,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/charts/AdverseEventsData.java,edu.ncsu.csc.itrust.charts.AdverseEventsData$Anonymous1,anonymous,0,1,1,1,0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,12,-1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/DAOFactory.java,edu.ncsu.csc.itrust.dao.DAOFactory,class,31,32,1,1,463,0.0021505377,0.0021505377,31,1,30,0,1,0,31,0,0,0,2,1,0,2,0,0,0,0,0,98,30,0,1,0,0,0,0,3,0,2,1,0,0,0,101,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/IConnectionDriver.java,edu.ncsu.csc.itrust.dao.IConnectionDriver,interface,0,1,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/AccessDAO.java,edu.ncsu.csc.itrust.dao.mysql.AccessDAO,class,4,8,1,10,0,1.0,1.0,4,0,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2,51,2,0,1,2,0,4,5,13,0,8,3,0,0,0,129,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/AdverseEventDAO.java,edu.ncsu.csc.itrust.dao.mysql.AdverseEventDAO,class,5,21,1,22,0,1.0,1.0,10,0,10,0,0,0,10,0,0,0,2,0,0,2,0,0,0,0,10,199,9,0,0,9,0,18,28,59,5,40,2,0,0,0,149,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/AllergyDAO.java,edu.ncsu.csc.itrust.dao.mysql.AllergyDAO,class,5,5,1,9,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,2,43,1,0,0,2,0,2,3,11,0,7,1,0,0,0,115,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/ApptDAO.java,edu.ncsu.csc.itrust.dao.mysql.ApptDAO,class,4,5,1,8,0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,43,2,0,0,0,0,5,2,20,1,12,1,0,0,0,49,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/ApptTypeDAO.java,edu.ncsu.csc.itrust.dao.mysql.ApptTypeDAO,class,4,6,1,11,0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,41,5,0,0,0,0,4,4,18,1,12,1,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/AuthDAO.java,edu.ncsu.csc.itrust.dao.mysql.AuthDAO,class,9,46,1,28,0,1.0,1.0,18,0,14,4,0,0,14,0,0,0,2,1,1,1,0,0,1,0,17,299,14,0,2,12,0,29,38,64,6,40,3,0,0,0,203,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/CPTCodesDAO.java,edu.ncsu.csc.itrust.dao.mysql.CPTCodesDAO,class,6,14,1,14,0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,5,99,6,0,2,5,1,7,9,25,1,15,2,0,0,0,161,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/DrugInteractionDAO.java,edu.ncsu.csc.itrust.dao.mysql.DrugInteractionDAO,class,7,13,1,12,0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,75,4,1,3,3,1,7,12,16,1,10,2,0,0,0,147,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/FakeEmailDAO.java,edu.ncsu.csc.itrust.dao.mysql.FakeEmailDAO,class,5,9,1,9,0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,77,3,0,0,4,0,7,2,21,2,13,1,0,0,0,134,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/FamilyDAO.java,edu.ncsu.csc.itrust.dao.mysql.FamilyDAO,class,6,7,1,8,8,0.0,0.0,5,0,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,36,4,0,0,1,0,13,2,7,3,5,2,0,0,0,132,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/HealthRecordsDAO.java,edu.ncsu.csc.itrust.dao.mysql.HealthRecordsDAO,class,5,6,1,9,0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,2,44,2,0,1,2,1,5,2,12,2,8,1,0,0,0,122,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/HospitalsDAO.java,edu.ncsu.csc.itrust.dao.mysql.HospitalsDAO,class,6,21,1,14,0,1.0,1.0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,7,134,8,0,5,7,3,12,15,32,3,18,2,0,0,0,154,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/ICDCodesDAO.java,edu.ncsu.csc.itrust.dao.mysql.ICDCodesDAO,class,6,12,1,14,0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,84,5,0,2,4,1,6,9,21,1,13,2,0,0,0,151,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/LabProcedureDAO.java,edu.ncsu.csc.itrust.dao.mysql.LabProcedureDAO,class,5,34,1,22,0,1.0,1.0,13,0,13,0,0,0,13,0,0,0,2,0,0,2,0,0,0,0,15,248,10,0,9,12,0,21,37,59,0,35,2,0,0,0,135,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/LOINCDAO.java,edu.ncsu.csc.itrust.dao.mysql.LOINCDAO,class,6,10,1,16,0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,90,3,0,1,4,0,6,16,20,1,12,2,0,0,0,138,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/MessageDAO.java,edu.ncsu.csc.itrust.dao.mysql.MessageDAO,class,5,17,1,11,0,1.0,1.0,11,0,11,0,0,0,11,0,0,0,2,0,0,2,0,0,0,0,10,160,8,0,1,1,0,17,18,67,2,38,1,0,0,0,133,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/NDCodesDAO.java,edu.ncsu.csc.itrust.dao.mysql.NDCodesDAO,class,6,12,1,13,0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,80,5,0,2,4,1,7,7,20,2,12,2,0,0,0,142,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/OfficeVisitDAO.java,edu.ncsu.csc.itrust.dao.mysql.OfficeVisitDAO,class,14,59,1,54,0,1.0,1.0,28,0,24,4,0,0,24,0,0,0,6,0,0,6,0,0,0,0,29,498,22,3,2,23,0,51,52,126,10,73,3,0,0,0,246,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/PatientDAO.java,edu.ncsu.csc.itrust.dao.mysql.PatientDAO,class,15,67,1,24,0,1.0,1.0,25,0,25,0,0,0,25,0,0,0,6,0,0,6,0,0,0,0,27,483,25,0,13,24,0,92,60,119,14,71,2,0,0,0,239,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/PersonnelDAO.java,edu.ncsu.csc.itrust.dao.mysql.PersonnelDAO,class,10,25,1,20,0,1.0,1.0,11,0,11,0,0,0,11,0,0,0,3,0,0,3,0,0,0,0,11,202,11,0,0,10,0,19,11,52,3,32,2,0,0,0,184,1,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/dao/mysql/ReferralDAO.java,edu.ncsu.csc.itrust.dao.mysql.ReferralDAO,class,5,9,1,10,0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,79,2,0,0,4,0,7,3,20,2,12,1,0,0,0,119,1,0
