ProjectID,file,ID,text,functional,Function,Behavior,Data,OnlyF,F,OnlyQ,Q,UserRelated
6,promise_reclass.csv,,The customer shall be able to easily integrate new building maps with the product throughout the product’s lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall be translated into foreign languages other than the target market countries’ languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market’s language.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall be able to be installed in any operating environment within 2 days.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.,1,1,1,0,0,1,0,1,0
6,promise_reclass.csv,,The product shall ensure that the database’s data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems’ data shall remain 100% uncorrupted each time malicious data is input into the product.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall be able to display calendar dates and times according to the user’s locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,1,1,0,0,0,1,0,1,0
6,promise_reclass.csv,,The product must be developed with the J2SE/J2EE programming language libraries,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product shall record meeting entries.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product will notify employees of meeting invitations.,1,1,1,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall have the ability to send meeting reminders to employees.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall assign the organizers contact information to each meeting they create.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product will record meeting acknowledgements.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall store new conference rooms.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall update existing conference rooms.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product will be able to delete conference rooms.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall be able to store new room equipment.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product will update existing room equipment.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall be able to delete room equipment.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall allow an organizer to invite other employees to meetings.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.,1,0,1,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall record the transportation status of equipment reserved.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall display a map of the company building showing conference room locations.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall record updated meeting agendas.,1,1,1,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall send a meeting confirmation to the meeting organizer.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall display room equipment according to search parameters.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall display conference rooms according to search parameters.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall record different meeting types.,1,1,0,1,1,1,0,0,0
6,promise_reclass.csv,,The product shall record all the equipment that has been reserved.,1,1,1,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall notify building personnel of equipment transport requests.,1,0,1,0,1,1,0,0,0
6,promise_reclass.csv,,The product will allow priviledged users to view meeting schedules in multiple reporting views.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,1,1,0,0,1,1,0,0,0
6,promise_reclass.csv,,The product shall have a customizable Look and Feel.,1,1,0,1,0,1,0,1,0
6,promise_reclass.csv,,The product shall have an intuitive user interface.,0,0,0,0,0,0,1,1,0
6,promise_reclass.csv,,The product will display an available status for unreserved conference rooms.,1,1,0,0,1,1,0,0,0
7,promise_reclass.csv,,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,1,1,0,0,0,1,0,1,0
7,promise_reclass.csv,,The System shall allow for a minimum of 6 users to work at the same time.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall utilize currently owned computer equipment.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall be able to automatically backup business data and restore them on demand.,1,0,1,0,0,1,0,1,0
7,promise_reclass.csv,,The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall not require additional third party licenses resulting in royalty fees.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,1,1,1,0,1,1,0,0,0
7,promise_reclass.csv,,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,1,1,1,0,1,1,0,0,0
7,promise_reclass.csv,,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,1,0,1,1,1,1,0,0,0
7,promise_reclass.csv,,The System shall allow entering storing and modifying product formulas.,1,1,0,0,1,1,0,0,0
7,promise_reclass.csv,,Product formulas shall allow use of semi-products which have own formulas.,1,1,0,1,1,1,0,0,0
7,promise_reclass.csv,,Product formula ingredients shall allow defining substitutionary ingredients.,1,1,0,1,1,1,0,0,0
7,promise_reclass.csv,,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,1,1,0,0,1,1,0,0,0
7,promise_reclass.csv,,Formula substitutionary ingredients shall be kept in persisted order,1,0,0,1,1,1,0,0,0
7,promise_reclass.csv,,Product shall allow entering storing and modifying product menus used by POS terminals.,1,1,0,0,1,1,0,0,0
7,promise_reclass.csv,,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,1,1,0,0,1,1,0,0,0
7,promise_reclass.csv,,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,PME Subsystem shall allow for a product to exist in more than one submenu,1,0,0,1,1,1,0,0,0
7,promise_reclass.csv,,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,0,0,0,0,0,0,1,1,0
7,promise_reclass.csv,,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,1,1,0,0,1,1,0,0,0
7,promise_reclass.csv,,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,1,0,1,0,1,1,0,0,0
8,promise_reclass.csv,,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let customers register on the website as a “pay as you go” user in under 5 minutes.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let customers register on the website as a “unlimited movie subscriber” user in under 10 minutes.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let existing customers log into the website with their email address and password in under 5 seconds.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website.,1,1,1,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.,1,1,1,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website.,1,1,1,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let the administrator add/remove categories on the website in under 5 minutes.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website design should be modern clean and concise.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The product should be able to be used by 90% of novice users on the Internet.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Users should only have to navigate through a maximum of 4 pages to create an account with the website.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The product shall retain the customer’s buying preferences and information.,1,0,0,1,0,1,0,1,0
8,promise_reclass.csv,,The product shall be easy for customers with novice skills on the Internet to purchase and watch streaming movies. Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,The product shall use symbols and words that are naturally understandable by users familiar with websites,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website will use standard Internet conventions when interacting with the user.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user’s connection.),0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,While streaming a movie buffering should only occur if there is latency in the user’s connection.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall be available for use 24 hours per day 365 days per year.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall achieve 99.5% up time.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,All movies shall be streamed on demand at any time of the day.,1,0,1,0,0,1,0,1,0
8,promise_reclass.csv,,The website shall continue to operate if the streaming server goes down.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall continue to operate if the payment gateway goes down.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The streaming server will support 50 simultaneous streaming connections.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The streaming server will support a maximum of 700 movies new servers can be added to support more movies.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The server will support a maximum of 1 000 simultaneous users.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall be capable of supporting 100 000 customers.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,All aspects of the website shall be accessed by a web browser over the Internet.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The same hardware supporting the current website will be used to support the new system.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,We must be able to interface with the following browsers: IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Website must interface with the CyberSource API to process credit card transactions.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Website must be fully operational with MSN TV2.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Movies shall be encoded and streamed via Windows Media Player 9.0.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Movies shall be encoded for 56k and 256k streams.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Promotional updates to the website should take a day to update.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,Izogn Administrator must be able to add new products to the website within 2 minutes.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,The system will provide a 24 hour 800 toll free number for support to its customers.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website will provide a help section with answers and solutions to common problems.,1,0,0,1,1,1,0,0,0
8,promise_reclass.csv,,Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The product shall be able to be installed in the specified environment within 1 working day.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Only registered customers can purchase streaming movies.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,A customer can only stream a movie if they purchased it and are within the 2 day viewing period.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Only authorized personnel can access customer records in the database.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Only administrators can activate a pre-paid card.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Only authorized personnel can access sales information.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall prevent its data from being corrupted when incorrect data is entered in.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall protect itself from intentional abuse and notify the administrator at all occurrences.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,Data integrity scripts will be run on a weekly basis to verify the integrity of the database.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.,1,1,0,0,0,1,0,1,0
8,promise_reclass.csv,,The system shall notify customers of changes to its information policy.,1,1,1,0,1,1,0,0,0
8,promise_reclass.csv,,The system shall reveal private information only in compliance with the organization’s information policy.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,All customer information will be stored on a secure database accessible only to authorized personnel.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,All credit card information will be encrypted in the database.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The streaming server will have anti-virus software to prevent infection of malicious viruses.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website should cater to all tribes in Nigeria.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website shall not be offensive to religious or ethnic groups.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website should appeal to all Africans not only Nigerians.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website should use Flash to provide animation on the home page.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website will comply with W3C standards.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The PHP code will comply with PEAR standards.,0,0,0,0,0,0,1,1,0
8,promise_reclass.csv,,The website will allow customers to search for movies by title actor or director.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,viewing a movie details the website will display the movies description actor and director entered in by the administrator.,1,1,1,0,1,1,0,0,0
8,promise_reclass.csv,,Website shall request and authorize credit card payment before allowing a user to stream a movie.,1,0,1,0,1,1,0,0,0
8,promise_reclass.csv,,shall be able to stream purchased movie via Windows Media Player for up to 2 days aftere purchase date.,1,1,1,0,1,1,0,0,0
8,promise_reclass.csv,,Website shall allow customers to browse movies by categories entered in by izogn administrator.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,Website shall allow customers to view reviews of selected movies by other customers.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,Website shall allow customers to add their own movie review for a selected movie.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,Website shall allow the Izogn administrator to approve a review posted by a customer.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,System will allow customers to pay for a streaming movie with a pre-paid card.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,Website shall allow customers to purchase pre-paid cards of $5 $10 or $20 value either by credit card or mail-in payment option.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,System shall automatically update the main page of the website every Friday and show the 4 latest movies that have been added to the website.,1,0,1,0,1,1,0,0,0
8,promise_reclass.csv,,System shall allow users to update their billing and contact information via the “My Account” section of the website.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,Pre-paid cards shall be distributed via email or via a printed paper card.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,Only registered customers can purchase streaming movies.,1,1,1,0,1,1,0,0,0
8,promise_reclass.csv,,Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.,1,0,1,0,1,1,0,0,0
8,promise_reclass.csv,,Website must be able to support free trial periods with various parameters set by the Izogn Manager.,1,1,0,0,1,1,0,0,0
8,promise_reclass.csv,,All streaming movie sales will be logged in the database and accessible by the administrator.,1,1,1,0,0,1,0,1,0
8,promise_reclass.csv,,All registered customer information shall be stored and maintained in the database even after the customer cancels their account.,1,0,1,1,1,1,0,0,0
8,promise_reclass.csv,,Daily usage statistics should be logged and accessible by the administrator.,1,1,1,0,0,1,0,1,0
8,promise_reclass.csv,,The owner shall have free access to all of the streaming movies.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST then 3 minutes for 99% of lead volume during off business hours.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,For leads that process longer than 25 seconds the system will record the event and duration,1,0,1,0,1,1,0,0,0
9,promise_reclass.csv,,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,The lead washing process will operate within the established physical web service structure.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,The washing process must use a non binding neutral data format such as xml when receiving and processing lead data.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,Defect reports will be available to technical units on a 24x7 basis.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,Washing parameters will be updated during scheduled maintenance hours.,0,0,0,0,0,0,1,1,0
9,promise_reclass.csv,,The vendor will verify the invalid lead.,1,1,0,0,1,1,0,0,0
9,promise_reclass.csv,,Vendor will submit a credit validation record to be applied to the enterprise billing system.,1,1,0,0,1,1,0,0,0
9,promise_reclass.csv,,If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,1,0,1,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will validate all leads received by the web service for valid data,1,1,1,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will insert all leads captured by the web service.,1,1,1,0,1,1,0,0,0
9,promise_reclass.csv,,If the leads score falls within the high average score then it will be process by the ARA functionality.,1,0,1,0,1,1,0,0,0
9,promise_reclass.csv,,If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,1,0,1,0,1,1,0,0,0
9,promise_reclass.csv,,If the leads score falls within the low average then it will be returned to the supplying vendor,1,0,1,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will compile both contact and academic scoring information for a total score.,1,1,0,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,1,1,0,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,1,1,0,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will have an interface in which lead data parameters can be maintained.,1,1,0,1,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will verify the users authentication and rights to make parameter updates.,1,1,0,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,1,1,1,1,1,1,0,0,0
9,promise_reclass.csv,,Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,1,0,1,0,1,1,0,0,0
9,promise_reclass.csv,,The leads washing functionality shall receive a period list of available reps from the enterprise system.,1,1,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall simulate the look of ships at sea.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall display the grids within a circle as a view from a periscope.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall display each type of ship in a grid using an image of the specific type of ship.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,When the offensive player takes a shot the product shall simulate the sound of a ship at sea.,1,0,1,0,0,1,0,1,0
10,promise_reclass.csv,,When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.,1,0,1,0,0,1,0,1,0
10,promise_reclass.csv,,When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target.,1,0,1,0,0,1,0,1,0
10,promise_reclass.csv,,When a ship is sunk the product shall simulate the sound of a sinking ship.,1,0,1,0,0,1,0,1,0
10,promise_reclass.csv,,The product shall be available 24 hours per day seven days per week.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall able to handle a large number of games simultaneously.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.,1,1,0,0,0,1,0,1,0
10,promise_reclass.csv,,The product shall provide players no access to information that might reveal the identity of another player,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.,0,0,0,0,0,0,1,1,0
10,promise_reclass.csv,,The product shall maintain a list of players.,1,1,0,1,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow a user to identify himself or herself as a player.,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow a user to remove himself or herself from the list of players at any time.,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall make inactive players unavailable for selection from the list of players.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall remove players who have been inactive for 24 hours from the list of players.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow a player to initiate a game by selecting another available player from the list of players.,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,Once a game is initiated the product shall display a defensive grid to each player,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,Once a game is initiated the product shall display an offensive grid to each player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall prevent a player from viewing the offensive or defensive grids of the other player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.,1,0,1,1,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow a player to position ships horizontally on their grid.,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow the player to position ships vertically on their grid.,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow the player to position ships diagonally on their grid,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall prevent the player from overlapping ships on their grid.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.,1,0,1,1,1,1,0,0,0
10,promise_reclass.csv,,For each turn the product shall identify one player as offensive status and one player as defensive status.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall maintain the status of each player for a turn either offensive or defensive.,1,0,1,1,1,1,0,0,0
10,promise_reclass.csv,,At the start of each turn the product shall notify each player of his or her status.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,For each turn the product shall allow the offensive player to define a shot.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,For each shot the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,For each shot the product shall notify the players whether the shot was a hit or miss.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,For each shot the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,When the hit results in sinking a ship the product shall notify the players that the ship was sunk.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,When the hit results in sinking a ship the product shall mark the ship as sunk on the defensive grid of the defensive player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,When the hit results in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,When the hit results in sinking a ship the product shall mark the ship as sunk on the offensive grid of the offensive player.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,If the shot was marked as a hit the product shall allow the offensive player to define a shot.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,If the shot was marked as a miss the product shall change the status of the offensive player to defensive,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,If the shot was marked as a miss the product shall change the status of the defensive player to offensive,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall continue to assign turns until the game is ended.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player’s ships which had not been previously marked as sunk.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The product shall allow a player to end a game at any time during the game.,1,1,0,0,1,1,0,0,0
10,promise_reclass.csv,,When a game is ended the product shall notify the players that the game is ended.,1,0,1,0,1,1,0,0,0
10,promise_reclass.csv,,The notification of the game ending will include the reason the game is ended (i.e. a player has won the game or a player has ended the game).,1,0,0,1,1,1,0,0,0
